id	altmetric_id	authors	journal	type	doi	altmetric_score	date	pubyear	pubmonth	males	females	unknown	propmales	propfemales	propunknown	numauthors	firstgender	firstgenderprob	lastgender	lastgenderprob	authors_format	cleaned_authors																																																																																								
6035114	16691291	"['Warwick Anderson', 'Rolf Apweiler', 'Alex Bateman', 'Guntram A Bauer', 'Helen Berman', 'Judith A Blake', 'Niklas Blomberg', 'Stephen K Burley', 'Guy Cochrane', 'Valentina Di Francesco', 'Tim Donohue', 'Christine Durinx', 'Alfred Game', 'Eric Green', 'Takashi Gojobori', 'Peter Goodhand', 'Ada Hamosh', 'Henning Hermjakob', 'Minoru Kanehisa', 'Robert Kiley', 'Johanna McEntyre', 'Rowan McKibbin', 'Satoru Miyano', 'Barbara Pauly', 'Norbert Perrimon', 'Mark A Ragan', 'Geoffrey Richards', 'Yik-Ying Teo', 'Monte Westerfield', 'Eric Westhof', 'Paul F Lasko']"	bioRxiv	article	10.1101/110825	63.134	2017-02-23T00:00:00+00:00	2017	2	24	7	0	0.774193548	0.225806452	0	31	male	0.99	male	0.99	firstlast	"Warwick Anderson, Rolf Apweiler, Alex Bateman, Guntram Bauer, Helen Berman, Judith Blake, Niklas Blomberg, Stephen Burley, Guy Cochrane, Valentina Di, Tim Donohue, Christine Durinx, Alfred Game, Eric Green, Takashi Gojobori, Peter Goodhand, Ada Hamosh, Henning Hermjakob, Minoru Kanehisa, Robert Kiley, Johanna McEntyre, Rowan McKibbin, Satoru Miyano, Barbara Pauly, Norbert Perrimon, Mark Ragan, Geoffrey Richards, Yik-Ying Teo, Monte Westerfield, Eric Westhof, Paul Lasko"																																																																																								
6035595	6228439	"['Nana Zhang', 'Philip Carlucci', 'Joshua Nguyen', 'Jai-W Hayes-Jackson', 'Stephen Tonsor']"	bioRxiv	article	10.1101/044461	2.5	2016-03-18T00:00:00+00:00	2016	3	4	1	0	0.8	0.2	0	5	female	0.82	male	0.99	firstlast	"Nana Zhang, Philip Carlucci, Joshua Nguyen, Jai-W Hayes-Jackson, Stephen Tonsor"																																																																																								
6035690	19792526	"['Andrew Buultjens', 'Kyra Chua', 'Sarah Baines', 'Jason Kwong', 'Wei Gao', 'Zoe Cutcher', 'Stuart Adcock', 'Susan Ballard', 'Takehiro Tomita', 'Nela Subasinghe', 'Glen Carter', 'Sacha Pidot', 'Lucinda Franklin', 'Torsten Seemann', 'Anders Goncalves Da Silva', 'Benjamin Howden', 'Timothy Stinear', 'Mark B. Schultz']"	bioRxiv	article	10.1101/133033	25.13	2017-05-02T00:00:00+00:00	2017	5	12	6	0	0.666666667	0.333333333	0	18	male	0.99	male	0.99	firstlast	"Andrew Buultjens, Kyra Chua, Sarah Baines, Jason Kwong, Wei Gao, Zoe Cutcher, Stuart Adcock, Susan Ballard, Takehiro Tomita, Nela Subasinghe, Glen Carter, Sacha Pidot, Lucinda Franklin, Torsten Seemann, Anders Goncalves, Benjamin Howden, Timothy Stinear, Mark Schultz"																																																																																								
6036454	22488823	"['Josien Levenga', 'Helen Wong', 'Ryan A. Milstead', 'Bailey N. Keller', 'Lauren E. LaPlante', 'Charles A. Hoeffer']"	bioRxiv	article	10.1101/168336	1.25	2017-07-25T00:00:00+00:00	2017	7	3	3	0	0.5	0.5	0	6	female	0.91	male	0.99	firstlast	"Josien Levenga, Helen Wong, Ryan Milstead, Bailey Keller, Lauren LaPlante, Charles Hoeffer"																																																																																								
6036756	2760742	"['Jason G Wallace', 'Peter Bradbury', 'Nengyi Zhang', 'Yves Gibon', 'Mark Stitt', 'Edward Buckler']"	bioRxiv	article	10.1101/010207	17.698	2014-10-10T00:00:00+00:00	2014	10	6	0	0	1	0	0	6	male	0.99	male	0.99	firstlast	"Jason Wallace, Peter Bradbury, Nengyi Zhang, Yves Gibon, Mark Stitt, Edward Buckler"																																																																																								
6036766	27976891	"['Anum Khan', 'Jay Newby', 'Amy S Gladfelter']"	bioRxiv	article	10.1101/208769	2.5	2017-10-26T00:00:00+00:00	2017	10	2	1	0	0.666666667	0.333333333	0	3	male	0.95	female	0.97	firstlast	"Anum Khan, Jay Newby, Amy Gladfelter"																																																																																								
6037446	4080032	"['Alcides Chaux', 'Julie S. Cohen', 'Luciana Schultz', 'Roula Albadine', 'Sana Jadallah', 'Kathleen M. Murphy', 'Diana Teheri', 'Mark P. Schoenberg', 'George J. Netto']"	bioRxiv	article	10.1101/020263	0.5	2015-06-01T00:00:00+00:00	2015	6	3	6	0	0.333333333	0.666666667	0	9	male	0.98	male	0.98	firstlast	"Alcides Chaux, Julie Cohen, Luciana Schultz, Roula Albadine, Sana Jadallah, Kathleen Murphy, Diana Teheri, Mark Schoenberg, George Netto"																																																																																								
6038355	24000850	['Sayan Biswas']	bioRxiv	article	10.1101/177360	1.5	2017-08-17T00:00:00+00:00	2017	8	1	0	0	1	0	0	1	male	0.9	male	0.9	firstlast	Sayan Biswas																																																																																								
6039151	3881351	"['Pablo Cordero', 'Rhiju Das']"	bioRxiv	article	10.1101/017624	4.85	2015-04-06T00:00:00+00:00	2015	4	2	0	0	1	0	0	2	male	0.99	male	0.79	firstlast	"Pablo Cordero, Rhiju Das"																																																																																								
6041271	3979710	"['Stéphane Pesant', 'Fabrice Not', 'Marc Picheral', 'Stefanie Kandels-Lewis', 'Noan Le Bescot', 'Gabriel Gorsky', 'Daniele Iudicone', 'Eric Karsenti', 'Sabrina Speich', 'Romain Troublé', 'Celine Dimier', 'Sarah Searson', 'Tara Oceans Consortium Coordinators']"	bioRxiv	article	10.1101/019117	6.45	2015-05-08T00:00:00+00:00	2015	5	8	5	0	0.615384615	0.384615385	0	13	male	0.99	female	0.92	firstlast	"Stéphane Pesant, Fabrice Not, Marc Picheral, Stefanie Kandels-Lewis, Noan Le, Gabriel Gorsky, Daniele Iudicone, Eric Karsenti, Sabrina Speich, Romain Troublé, Celine Dimier, Sarah Searson, Tara Oceans"																																																																																								
6041537	21611691	"['Yu Takagi', 'Yuki Sakai', 'Yoshinari Abe', 'Seiji Nishida', 'Ben J. Harrison', 'Ignacio Martinez-Zalacain', 'Carles Soriano-Mas', 'Jin Narumoto', 'Saori C. Tanaka']"	bioRxiv	article	10.1101/158055	4.1	2017-07-07T00:00:00+00:00	2017	7	7	2	0	0.777777778	0.222222222	0	9	male	0.54	female	0.98	firstlast	"Yu Takagi, Yuki Sakai, Yoshinari Abe, Seiji Nishida, Ben Harrison, Ignacio Martinez-Zalacain, Carles Soriano-Mas, Jin Narumoto, Saori Tanaka"																																																																																								
6042789	43226686	"['John K Kelly', 'Kim Hughes']"	bioRxiv	article	10.1101/337188	11.6	2018-06-03T00:00:00+00:00	2018	6	2	0	0	1	0	0	2	male	0.99	male	0.97	firstlast	"John Kelly, Kim Hughes"																																																																																								
6042807	42536828	"['Ritambhara Singh', 'Arshdeep Sekhon', 'Kamran Kowsari', 'Jack Lanchantin', 'Beilun Wang', 'Yanjun Qi']"	bioRxiv	article	10.1101/329425	3.5	2018-05-24T00:00:00+00:00	2018	5	4	0	2	0.666666667	0	0.333333333	6	male	0.95	male	0.65	firstlast	"Ritambhara Singh, Arshdeep Sekhon, Kamran Kowsari, Jack Lanchantin, Beilun Wang, Yanjun Qi"																																																																																								
6043659	6293988	"['J. Dylan Shropshire', 'Seth R. Bordenstein']"	bioRxiv	article	10.1101/045195	30.23	2016-03-23T00:00:00+00:00	2016	3	1	0	1	0.5	0	0.5	2			male	0.98	firstlast	"J Dylan, Seth Bordenstein"																																																																																								
6045041	30332760	"['Matthew Hartfield', 'Stephen Wright', 'Aneil Agrawal']"	bioRxiv	article	10.1101/232405	8.45	2017-12-12T00:00:00+00:00	2017	12	2	0	1	0.666666667	0	0.333333333	3	male	1			firstlast	"Matthew Hartfield, Stephen Wright, Aneil Agrawal"																																																																																								
6045975	31168223	"['Sarah E Stewart', 'Avraham Ashkenazi', 'Athena Williamson', 'David C Rubinsztein', 'Kevin Moreau']"	bioRxiv	article	10.1101/241976	7.7	2018-01-02T00:00:00+00:00	2018	1	3	2	0	0.6	0.4	0	5	female	0.98	male	0.99	firstlast	"Sarah Stewart, Avraham Ashkenazi, Athena Williamson, David Rubinsztein, Kevin Moreau"																																																																																								
6047359	25078788	"['Tatiana Aghova', 'Yuri Kimura', 'Josef Bryja', 'Gauthier Dobigny', 'Laurent Granjon', 'Gael J. Kergoat']"	bioRxiv	article	10.1101/180398	21.6	2017-09-10T00:00:00+00:00	2017	9	5	1	0	0.833333333	0.166666667	0	6	female	0.98	male	0.94	firstlast	"Tatiana Aghova, Yuri Kimura, Josef Bryja, Gauthier Dobigny, Laurent Granjon, Gael Kergoat"																																																																																								
6048022	10448718	"['Johan Fredriksson', 'Erik Larsson', 'Kerryn Eliot', 'Stefan Filges', 'Anders Stahlberg']"	bioRxiv	article	10.1101/069351	12.45	2016-08-12T00:00:00+00:00	2016	8	5	0	0	1	0	0	5	male	0.99	male	0.99	firstlast	"Johan Fredriksson, Erik Larsson, Kerryn Eliot, Stefan Filges, Anders Stahlberg"																																																																																								
6048348	13061332	"['Daniel S Falster', 'Remko Duursma', 'Richard G FitzJohn']"	bioRxiv	article	10.1101/083451	9.05	2016-10-26T00:00:00+00:00	2016	10	3	0	0	1	0	0	3	male	0.99	male	0.99	firstlast	"Daniel Falster, Remko Duursma, Richard FitzJohn"																																																																																								
6048481	4727871	"['Jie Tan', 'John H Hammond', 'Deborah A Hogan', 'Casey S Greene']"	bioRxiv	article	10.1101/030650	25.55	2015-11-05T00:00:00+00:00	2015	11	3	1	0	0.75	0.25	0	4	male	0.67	male	0.74	firstlast	"Jie Tan, John Hammond, Deborah Hogan, Casey Greene"																																																																																								
6048535	33968061	"['J. Roberto Romero-Arias', 'Guillermo Ramirez-Santiago', 'Jorge Velasco-Hernandez', 'Laurel Ohm', 'Maribel Hernandez-Rosales']"	bioRxiv	article	10.1101/276725	2.5	2018-03-05T00:00:00+00:00	2018	3	2	2	1	0.4	0.4	0.2	5			female	0.99	firstlast	"J Roberto, Guillermo Ramirez-Santiago, Jorge Velasco-Hernandez, Laurel Ohm, Maribel Hernandez-Rosales"																																																																																								
6048846	41119244	"['Jian Zhou', 'Christopher Park', 'Chandra Theesfeld', 'Yuan Yuan', 'Kirsty Sawicka', 'Jennifer Darnell', 'Claudia Scheckel', 'John Fak', 'Yoko Tajima', 'Robert Darnell', 'Olga Troyanskaya']"	bioRxiv	article	10.1101/319681	61.85	2018-05-11T00:00:00+00:00	2018	5	6	5	0	0.545454545	0.454545455	0	11	male	0.9	female	0.98	firstlast	"Jian Zhou, Christopher Park, Chandra Theesfeld, Yuan Yuan, Kirsty Sawicka, Jennifer Darnell, Claudia Scheckel, John Fak, Yoko Tajima, Robert Darnell, Olga Troyanskaya"																																																																																								
6049255	30387739	"['Vicente A Yepez M', 'Laura S Kremer', 'Arcangela Iuso', 'Mirjana Gusic', 'Robert Kopajtich', 'Eliska Konarikova', 'Agnieszka Nadel', 'Leonhard Wachutka', 'Holger Prokisch', 'Julien Gagneur']"	bioRxiv	article	10.1101/231522	3	2017-12-13T00:00:00+00:00	2017	12	5	5	0	0.5	0.5	0	10	male	0.98	male	0.99	firstlast	"Vicente Yepez, Laura Kremer, Arcangela Iuso, Mirjana Gusic, Robert Kopajtich, Eliska Konarikova, Agnieszka Nadel, Leonhard Wachutka, Holger Prokisch, Julien Gagneur"																																																																																								
6050280	18021592	"['John Briguglio', 'Mark Aizenberg', 'Vijay Balasubramanian', 'Maria Neimark Geffen']"	bioRxiv	article	10.1101/119453	3.6	2017-03-22T00:00:00+00:00	2017	3	3	1	0	0.75	0.25	0	4	male	0.99	female	0.98	firstlast	"John Briguglio, Mark Aizenberg, Vijay Balasubramanian, Maria Neimark"																																																																																								
6050450	20026174	['Damien Farrell']	bioRxiv	article	10.1101/110585	13.05	2017-05-10T00:00:00+00:00	2017	5	1	0	0	1	0	0	1	male	0.99	male	0.99	firstlast	Damien Farrell																																																																																								
6050742	15811335	['Matthew D MacManes']	bioRxiv	article	10.1101/103077	3.25	2017-01-25T00:00:00+00:00	2017	1	1	0	0	1	0	0	1	male	1	male	1	firstlast	Matthew MacManes																																																																																								
6051391	6578938	"['Katharina Jahn', 'Jack Kuipers', 'Niko Beerenwinkel']"	bioRxiv	article	10.1101/047795	3.25	2016-04-09T00:00:00+00:00	2016	4	2	1	0	0.666666667	0.333333333	0	3	female	0.97	male	0.96	firstlast	"Katharina Jahn, Jack Kuipers, Niko Beerenwinkel"																																																																																								
6052540	21443987	"['Jason R. Miller', 'Sergey Koren', 'Kari A. Dilley', 'Vinita Puri', 'David M. Brown', 'Derek M. Harkins', 'Francoise Thibaud-Nissen', 'Benjamin Rosen', 'Xiao-Guang Chen', 'Zhijian Tu', 'Igor V. Sharakhov', 'Maria V. Sharakhova', 'Robert Sebra', 'Timothy B. Stockwell', 'Nicholas H. Bergman', 'Granger G. Sutton', 'Adam M. Phillippy', 'Peter M. Piermarini', 'Reed S. Shabman']"	bioRxiv	article	10.1101/157081	15.1	2017-06-30T00:00:00+00:00	2017	6	15	3	1	0.789473684	0.157894737	0.052631579	19	male	0.99	male	0.95	firstlast	"Jason Miller, Sergey Koren, Kari Dilley, Vinita Puri, David Brown, Derek Harkins, Francoise Thibaud-Nissen, Benjamin Rosen, Xiao-Guang Chen, Zhijian Tu, Igor Sharakhov, Maria Sharakhova, Robert Sebra, Timothy Stockwell, Nicholas Bergman, Granger Sutton, Adam Phillippy, Peter Piermarini, Reed Shabman"																																																																																								
6054037	34970887	"['Temet M McMichael', 'Yu Zhang', 'Adam D Kenney', 'Lizhi Zhang', 'Mijia Lu', 'Mahesh Chemudupati', 'Jianrong Li', 'Jacob S Yount']"	bioRxiv	article	10.1101/290957	6.65	2018-03-28T00:00:00+00:00	2018	3	7	0	1	0.875	0	0.125	8			male	0.99	firstlast	"Temet McMichael, Yu Zhang, Adam Kenney, Lizhi Zhang, Mijia Lu, Mahesh Chemudupati, Jianrong Li, Jacob Yount"																																																																																								
6055501	43706631	"['Dimitry Tegunov', 'Patrick Cramer']"	bioRxiv	article	10.1101/338558	58	2018-06-14T00:00:00+00:00	2018	6	2	0	0	1	0	0	2	male	0.98	male	0.99	firstlast	"Dimitry Tegunov, Patrick Cramer"																																																																																								
6056107	26447873	"['Olivier Gimenez', 'Jean-Dominique Lebreton', 'Remi Choquet', 'Roger Pradel']"	bioRxiv	article	10.1101/192468	7.15	2017-09-22T00:00:00+00:00	2017	9	4	0	0	1	0	0	4	male	0.99	male	0.98	firstlast	"Olivier Gimenez, Jean-Dominique Lebreton, Remi Choquet, Roger Pradel"																																																																																								
6056459	23526766	"['Anca R Radulescu', 'Joanna Herron', 'Caitlin Kennedy', 'Annalisa Scimemi']"	bioRxiv	article	10.1101/173658	1.5	2017-08-08T00:00:00+00:00	2017	8	0	4	0	0	1	0	4	female	0.96	female	0.99	firstlast	"Anca Radulescu, Joanna Herron, Caitlin Kennedy, Annalisa Scimemi"																																																																																								
6057135	24922014	"['Brent S. Pedersen', 'Aaron Quinlan']"	bioRxiv	article	10.1101/185843	51.484	2017-09-07T00:00:00+00:00	2017	9	2	0	0	1	0	0	2	male	0.99	male	0.99	firstlast	"Brent Pedersen, Aaron Quinlan"																																																																																								
6057655	10055241	"['Jorge F Mejias', 'John D Murray', 'Henry Kennedy', 'Xiao-Jing Wang']"	bioRxiv	article	10.1101/065854	2.5	2016-07-26T00:00:00+00:00	2016	7	3	1	0	0.75	0.25	0	4	male	0.99	female	0.75	firstlast	"Jorge Mejias, John Murray, Henry Kennedy, Xiao-Jing Wang"																																																																																								
6057717	20072186	"['Lu Yang', 'Tamsin J. Samuels', 'Yoav Arava', 'Francesca Robertson', 'Aino I. Järvelin', 'Ching-Po Yang', 'Tzumin Lee', 'David Ish-Horowicz', 'Ilan Davis']"	bioRxiv	article	10.1101/135848	26.284	2017-05-12T00:00:00+00:00	2017	5	4	4	1	0.444444444	0.444444444	0.111111111	9	male	0.64	male	0.78	firstlast	"Lu Yang, Tamsin Samuels, Yoav Arava, Francesca Robertson, Aino Järvelin, Ching-Po Yang, Tzumin Lee, David Ish-Horowicz, Ilan Davis"																																																																																								
6060123	22007536	"['Roger L. Vallejo', 'Guangtu Gao', 'Sixin Liu', 'Breno O. Fragomeni', 'Alvaro G. Hernandez', 'James E. Parsons', 'Kyle E. Martin', 'Jason P. Evenhuis', 'Timothy J. Welch', 'Timothy D. Leeds', 'Gregory D. Wiens', 'Yniv Palti']"	bioRxiv	article	10.1101/163964	3	2017-07-17T00:00:00+00:00	2017	7	11	0	1	0.916666667	0	0.083333333	12	male	0.98	male	1	lastfirst	"Roger Vallejo, Guangtu Gao, Sixin Liu, Breno Fragomeni, Alvaro Hernandez, James Parsons, Kyle Martin, Jason Evenhuis, Timothy Welch, Timothy Leeds, Gregory Wiens, Yniv Palti"																																																																																								
6062114	21533526	"['Nicholas R. Waters', 'Florence Abram', 'Fiona Brennan', 'Ashleigh Holmes', 'Leighton Pritchard']"	bioRxiv	article	10.1101/159798	16.25	2017-07-05T00:00:00+00:00	2017	7	2	3	0	0.4	0.6	0	5	male	0.99	male	0.95	firstlast	"Nicholas Waters, Florence Abram, Fiona Brennan, Ashleigh Holmes, Leighton Pritchard"																																																																																								
6062548	12622586	"['Prachi Thatte', 'Aditya Joshi', 'Srinivas Vaidyanathan', 'Uma Ramakrishnan']"	bioRxiv	article	10.1101/081117	3.85	2016-10-14T00:00:00+00:00	2016	10	1	2	1	0.25	0.5	0.25	4	female	0.98	female	0.76	firstlast	"Prachi Thatte, Aditya Joshi, inivas Vaidyanathan, Uma Ramakrishnan"																																																																																								
6062933	23321414	"['Jose B. Lanuza', 'Ignasi Bartomeus', 'Oscar Godoy']"	bioRxiv	article	10.1101/170423	4.95	2017-07-31T00:00:00+00:00	2017	7	3	0	0	1	0	0	3	male	0.98	male	0.99	firstlast	"Jose Lanuza, Ignasi Bartomeus, Oscar Godoy"																																																																																								
6063379	34642499	"['Melissa Dewulf', 'Darius Koester', 'Bidisha Sinha', 'Christine Viaris de Lesegno', 'Valerie Chambon', 'Anne Bigot', 'Nicolas Tardif', 'Ludger Johannes', 'Pierre Nassoy', 'Gillian Butler-Browne', 'Christophe Lamaze', 'Cedric M Blouin']"	bioRxiv	article	10.1101/281113	1.85	2018-03-20T00:00:00+00:00	2018	3	6	5	1	0.5	0.416666667	0.083333333	12	female	0.99	male	0.99	firstlast	"Melissa Dewulf, Darius Koester, Bidisha Sinha, Christine Viaris, Valerie Chambon, Anne Bigot, Nicolas Tardif, Ludger Johannes, Pierre Nassoy, Gillian Butler-Browne, Christophe Lamaze, Cedric Blouin"																																																																																								
6063387	27618106	"['Susan E. Maloney', 'Rachel Rahn', 'Shyam Akula', 'Michael A. Rieger', 'Katherine B. McCullough', 'Christine Jakes', 'Selma Avdagic', 'Krystal Chandler', 'Amy L. Bauernfeind', 'Joseph P. Culver', 'Joseph D. Dougherty']"	bioRxiv	article	10.1101/205708	3.1	2017-10-18T00:00:00+00:00	2017	10	4	7	0	0.363636364	0.636363636	0	11	female	0.98	male	0.99	firstlast	"Susan Maloney, Rachel Rahn, Shyam Akula, Michael Rieger, Katherine McCullough, Christine Jakes, Selma Avdagic, Krystal Chandler, Amy Bauernfeind, Joseph Culver, Joseph Dougherty"																																																																																								
6063655	30175078	"['Rajesh Kumar', 'Gandharva Nagpal', 'Vinod Kumar', 'Salman Sadullah Usmani', 'Piyush Agrawal', 'Gajendra Pal Singh Raghava']"	bioRxiv	article	10.1101/231233	4.25	2017-12-08T00:00:00+00:00	2017	12	5	0	1	0.833333333	0	0.166666667	6	male	0.99	male	0.99	firstlast	"Rajesh Kumar, Gandharva Nagpal, Vinod Kumar, Salman Sadullah, Piyush Agrawal, Gajendra Pal"																																																																																								
